,Path_1,Path_2,Path_3,Path_4,Path_5,Path_6,Path_7,Path_8,Path_9,Path_10,Path_11,Path_12,Path_13,Path_14,Path_15,Path_16,Path_17,Path_18,Path_19,Path_20
0.71,4.77124522739656,5.334567316628966,4.669915121692541,4.502033002825307,5.1438486842191695,4.750435374756879,4.364116899276241,5.446053701109507,4.595880607116006,5.1879113426863395,5.029277474944656,5.236305753395462,5.008407588013021,4.697379986548608,5.182991777487406,5.083350271017869,4.682973170529692,5.184747978166797,5.531705131296796,5.355136381075864
0.72,4.758972148528339,5.352444724649633,4.624217517028651,4.536991732463267,5.172798411521454,4.67263974705223,4.339076983074841,5.486067325108718,4.532754244482619,5.180983028858852,5.024736723739174,5.2227628134282424,4.989004185412193,4.653179970753684,5.193687939781958,5.096290993804999,4.664821762164195,5.276582991413208,5.530314449206482,5.365893314766869
0.73,4.789084692141355,5.382314153315872,4.655739801547375,4.524747314779032,5.1698754098607,4.674343864032846,4.321156074128494,5.570482303286419,4.566829745474563,5.15942390418098,5.01935542676741,5.325164883887261,5.000321236949286,4.6408690911556745,5.242037277315037,5.054668605547949,4.660842074079456,5.204569151791869,5.478618689780441,5.326967904219967
0.74,4.752520823012643,5.369375707405077,4.6613511912638845,4.561871544414579,5.278438367696959,4.704514379667191,4.214613288735032,5.627139074278579,4.541213381056057,5.18394872812247,5.028799719509637,5.372051605353374,5.05326155007575,4.676542315475175,5.247303395231771,5.118240098041357,4.690273611058825,5.22202599989874,5.44916318554609,5.35913623713577
0.75,4.733055839490647,5.357668435565567,4.661387787893718,4.54216194737382,5.29333500468533,4.704525073496885,4.224401271349545,5.609403359135107,4.538273597913134,5.229364996582371,5.01677933826942,5.399741818275396,4.931712822032621,4.728184957040402,5.200590008257854,5.094188248461943,4.660718922542362,5.168862545170873,5.559992238469592,5.285995949331159
0.76,4.798208114082436,5.292164845597393,4.678827726115779,4.439814197180071,5.284897393197264,4.8003281603558605,4.309663067356967,5.653704755900006,4.461263649115978,5.219764601538492,5.0272516713243025,5.424243473621776,4.912715332611602,4.723699602728531,5.247058456004668,5.111051834612683,4.666615441714967,5.217808965710379,5.485976323036728,5.167451386322567
0.77,4.8265016672773635,5.223523163328172,4.664433438896364,4.39047055320024,5.2332165933745,4.763039058863969,4.316921095742143,5.696372408258146,4.513416189573607,5.272004493386157,5.091643501964496,5.400810815595125,4.942285312489707,4.807578437191761,5.248322023523098,5.09881239974946,4.689213042623997,5.177116894349079,5.46363583702103,5.175603170449633
0.78,4.79642566992377,5.239710997604848,4.753342522346784,4.422266894084015,5.213366859587532,4.755058756957593,4.3543092334533675,5.879490275097248,4.582534330795238,5.256860657450144,5.127946741563657,5.402180772416666,4.921055715538358,4.789421840553233,5.2065579666497905,5.000707429867973,4.693067899510932,5.154533496316188,5.532145678014458,5.1684502429512476
0.79,4.807898604681592,5.260957735962887,4.729739361510568,4.476811432988827,5.221036056426765,4.755531589149827,4.340068107591356,5.814907022219836,4.552844537745516,5.212916176339076,5.0896013812583725,5.391969475208875,4.930275208900307,4.762438346419213,5.2410152315518435,5.022770542401614,4.686368517994738,5.203618446668365,5.480531868055064,5.19207225331348
0.8,4.883647625039072,5.249678943133723,4.749693308790139,4.488720079999902,5.192041223338488,4.7155604057172456,4.3477769393146275,5.8048011456328,4.587464309544211,5.162068740341286,5.032296270561728,5.396086581287314,4.893098632263909,4.837943575253186,5.209055667918231,4.934883057165004,4.687124424183959,5.190315244212027,5.466321496542583,5.224499780753206
